date,gameid,hometeam,pitcherteam,total_pitches
7/13/2019,565360,CLE,CLE,166
7/13/2019,565360,CLE,MIN,137
7/13/2019,565747,KC,DET,122
7/13/2019,565747,KC,KC,116
7/13/2019,566812,TEX,NULL,1
7/13/2019,567404,MIA,NYM,132
7/13/2019,567504,NYY,TOR,158
7/13/2019,567598,MIL,MIL,182
7/13/2019,567598,MIL,SF,183
7/13/2019,564945,BAL,BAL,149
7/13/2019,564945,BAL,TB,157
7/13/2019,565070,BOS,LAD,124
7/13/2019,565170,CHC,PIT,158
7/13/2019,566131,OAK,OAK,139
7/13/2019,566323,SD,SD,182
7/13/2019,566812,TEX,HOU,197
7/13/2019,567104,PHI,PHI,166
7/13/2019,567104,PHI,WSH,161
7/13/2019,565070,BOS,BOS,198
7/13/2019,565459,COL,COL,136
7/13/2019,566323,SD,ATL,175
7/13/2019,566611,STL,STL,135
7/13/2019,567404,MIA,MIA,161
7/13/2019,567504,NYY,NULL,1
7/13/2019,567504,NYY,NYY,148
7/14/2019,564975,BAL,TB,122
7/14/2019,565361,CLE,CLE,151
7/14/2019,565361,CLE,MIN,131
7/14/2019,565459,COL,COL,66
7/14/2019,565460,COL,CIN,141
7/14/2019,565748,KC,DET,119
7/14/2019,567405,MIA,NYM,163
7/14/2019,567505,NYY,TOR,136
7/14/2019,564779,LAA,LAA,162
7/14/2019,565459,COL,CIN,48
7/14/2019,565748,KC,KC,172
7/14/2019,566132,OAK,CWS,140
7/14/2019,566324,SD,NULL,4
7/14/2019,566324,SD,SD,147
7/14/2019,566813,TEX,TEX,219
7/14/2019,565171,CHC,CHC,131
7/14/2019,565460,COL,NULL,1
7/14/2019,565460,COL,COL,143
7/14/2019,566324,SD,ATL,129
7/14/2019,566612,STL,ARI,115
7/14/2019,566813,TEX,NULL,1
7/14/2019,567105,PHI,PHI,147
7/14/2019,567105,PHI,WSH,112
7/14/2019,567405,MIA,MIA,145
7/14/2019,567505,NYY,NYY,121
7/14/2019,564779,LAA,SEA,164
7/14/2019,564975,BAL,BAL,157
7/14/2019,565071,BOS,BOS,225
7/14/2019,565071,BOS,LAD,165
7/14/2019,565171,CHC,PIT,130
7/14/2019,566132,OAK,OAK,131
7/14/2019,566612,STL,STL,146
7/14/2019,566813,TEX,HOU,163
7/14/2019,567599,MIL,MIL,181
7/14/2019,567599,MIL,SF,142
7/15/2019,565362,CLE,CLE,136
7/15/2019,565749,KC,CWS,132
7/15/2019,567106,PHI,NULL,2
7/15/2019,567600,MIL,MIL,141
7/15/2019,565071,BOS,LAD,31
7/15/2019,565072,BOS,BOS,160
7/15/2019,565072,BOS,TOR,161
7/15/2019,565172,CHC,CIN,159
7/15/2019,565430,COL,SF,145
7/15/2019,565461,COL,COL,145
7/15/2019,565461,COL,SF,120
7/15/2019,566613,STL,STL,100
7/15/2019,565071,BOS,BOS,36
7/15/2019,565430,COL,COL,199
7/15/2019,565749,KC,KC,158
7/15/2019,567106,PHI,LAD,142
7/15/2019,567106,PHI,PHI,190
7/15/2019,567506,NYY,TB,187
7/15/2019,567600,MIL,NULL,1
7/15/2019,567600,MIL,ATL,150
7/15/2019,564780,LAA,HOU,145
7/15/2019,564780,LAA,LAA,170
7/15/2019,565172,CHC,CHC,159
7/15/2019,565362,CLE,NULL,4
7/15/2019,565362,CLE,DET,132
7/15/2019,566613,STL,PIT,163
7/15/2019,567506,NYY,NYY,162
7/16/2019,564976,BAL,WSH,129
7/16/2019,565173,CHC,CHC,149
7/16/2019,565363,CLE,DET,121
7/16/2019,566814,TEX,ARI,134
7/16/2019,567107,PHI,LAD,146
7/16/2019,567406,MIA,MIA,179
7/16/2019,567507,NYY,TB,129
7/16/2019,564781,LAA,HOU,155
7/16/2019,564781,LAA,LAA,169
7/16/2019,565073,BOS,BOS,158
7/16/2019,565073,BOS,TOR,166
7/16/2019,565363,CLE,CLE,110
7/16/2019,565462,COL,COL,173
7/16/2019,565750,KC,KC,116
7/16/2019,566614,STL,NULL,1
7/16/2019,566614,STL,STL,135
7/16/2019,566814,TEX,TEX,160
7/16/2019,567005,MIN,MIN,123
7/16/2019,567406,MIA,NULL,1
7/16/2019,567406,MIA,SD,160
7/16/2019,564976,BAL,BAL,190
7/16/2019,567107,PHI,PHI,145
7/16/2019,567601,MIL,NULL,1
7/16/2019,567601,MIL,ATL,188
7/16/2019,567601,MIL,MIL,129
7/16/2019,565173,CHC,CIN,166
7/16/2019,565462,COL,SF,149
7/16/2019,565750,KC,CWS,159
7/16/2019,566133,OAK,OAK,124
7/16/2019,566133,OAK,SEA,138
7/16/2019,566614,STL,PIT,126
7/16/2019,567005,MIN,NYM,163
7/16/2019,567507,NYY,NYY,132
7/17/2019,564782,LAA,HOU,139
7/17/2019,564782,LAA,LAA,161
7/17/2019,565463,COL,SF,142
7/17/2019,567108,PHI,LAD,88
7/17/2019,567108,PHI,PHI,126
7/17/2019,567407,MIA,MIA,142
7/17/2019,564977,BAL,BAL,158
7/17/2019,565174,CHC,CHC,123
7/17/2019,565364,CLE,CLE,140
7/17/2019,565751,KC,KC,152
7/17/2019,566615,STL,PIT,148
7/17/2019,566815,TEX,ARI,142
7/17/2019,567407,MIA,SD,130
7/17/2019,567602,MIL,ATL,123
7/17/2019,567602,MIL,MIL,174
7/17/2019,565364,CLE,DET,133
7/17/2019,565463,COL,COL,167
7/17/2019,566134,OAK,OAK,143
7/17/2019,566134,OAK,SEA,152
7/17/2019,566815,TEX,TEX,210
7/17/2019,567006,MIN,NULL,1
7/17/2019,564977,BAL,WSH,122
7/17/2019,565074,BOS,BOS,173
7/17/2019,565074,BOS,TOR,150
7/17/2019,565174,CHC,CIN,138
7/17/2019,565751,KC,CWS,134
7/17/2019,566615,STL,STL,144
7/17/2019,567006,MIN,MIN,165
7/17/2019,567006,MIN,NYM,136
7/17/2019,567407,MIA,NULL,2
7/18/2019,564875,ARI,MIL,132
7/18/2019,565265,CIN,CIN,161
7/18/2019,565365,CLE,CLE,158
7/18/2019,567007,MIN,MIN,132
7/18/2019,567007,MIN,OAK,129
7/18/2019,567109,PHI,PHI,162
7/18/2019,567408,MIA,SD,167
7/18/2019,567509,NYY,NYY,131
7/18/2019,565752,KC,CWS,134
7/18/2019,566517,SF,NYM,242
7/18/2019,566517,SF,SF,210
7/18/2019,567108,PHI,LAD,75
7/18/2019,567108,PHI,PHI,77
7/18/2019,567214,ATL,ATL,202
7/18/2019,567508,NYY,NYY,166
7/18/2019,564783,LAA,HOU,151
7/18/2019,564783,LAA,LAA,125
7/18/2019,565365,CLE,DET,138
7/18/2019,567109,PHI,LAD,148
7/18/2019,567508,NYY,TB,122
7/18/2019,564875,ARI,ARI,135
7/18/2019,565075,BOS,BOS,136
7/18/2019,565075,BOS,TOR,145
7/18/2019,565265,CIN,STL,149
7/18/2019,565752,KC,KC,151
7/18/2019,567214,ATL,WSH,156
7/18/2019,567408,MIA,MIA,168
7/18/2019,567509,NYY,TB,147
7/19/2019,564978,BAL,NULL,1
7/19/2019,565175,CHC,SD,123
7/19/2019,565266,CIN,STL,182
7/19/2019,565366,CLE,CLE,144
7/19/2019,565556,DET,TOR,135
7/19/2019,565848,LAD,MIA,146
7/19/2019,566420,SEA,NULL,1
7/19/2019,566420,SEA,SEA,98
7/19/2019,566712,TB,CWS,136
7/19/2019,566712,TB,TB,178
7/19/2019,567510,NYY,NYY,154
7/19/2019,564978,BAL,BAL,138
7/19/2019,565175,CHC,CHC,165
7/19/2019,565653,HOU,HOU,167
7/19/2019,565848,LAD,LAD,129
7/19/2019,567510,NYY,NULL,1
7/19/2019,567510,NYY,COL,168
7/19/2019,564876,ARI,ARI,166
7/19/2019,565266,CIN,NULL,2
7/19/2019,565266,CIN,CIN,172
7/19/2019,565366,CLE,KC,160
7/19/2019,566223,PIT,PHI,134
7/19/2019,566518,SF,NYM,165
7/19/2019,566518,SF,SF,113
7/19/2019,567008,MIN,MIN,154
7/19/2019,567008,MIN,OAK,145
7/19/2019,564876,ARI,MIL,162
7/19/2019,564978,BAL,BOS,159
7/19/2019,565556,DET,DET,198
7/19/2019,565653,HOU,TEX,130
7/19/2019,566223,PIT,PIT,192
7/19/2019,566420,SEA,LAA,154
7/19/2019,567215,ATL,ATL,140
7/19/2019,567215,ATL,WSH,177
7/20/2019,564877,ARI,ARI,158
7/20/2019,565176,CHC,CHC,150
7/20/2019,565557,DET,TOR,136
7/20/2019,565654,HOU,HOU,127
7/20/2019,566224,PIT,PHI,131
7/20/2019,566421,SEA,SEA,184
7/20/2019,565267,CIN,STL,120
7/20/2019,565367,CLE,CLE,138
7/20/2019,565557,DET,DET,148
7/20/2019,565849,LAD,MIA,175
7/20/2019,566224,PIT,PIT,136
7/20/2019,566713,TB,NULL,1
7/20/2019,567009,MIN,MIN,168
7/20/2019,567009,MIN,OAK,148
7/20/2019,567216,ATL,ATL,131
7/20/2019,564979,BAL,BOS,173
7/20/2019,565176,CHC,SD,140
7/20/2019,565267,CIN,CIN,126
7/20/2019,565654,HOU,TEX,133
7/20/2019,565849,LAD,LAD,165
7/20/2019,567511,NYY,NYY,118
7/20/2019,564877,ARI,MIL,143
7/20/2019,564979,BAL,BAL,179
7/20/2019,565367,CLE,KC,135
7/20/2019,566421,SEA,LAA,134
7/20/2019,566519,SF,NYM,114
7/20/2019,566519,SF,SF,164
7/20/2019,566713,TB,CWS,166
7/20/2019,566713,TB,TB,154
7/20/2019,567216,ATL,WSH,161
7/20/2019,567511,NYY,COL,198
7/21/2019,564980,BAL,BAL,128
7/21/2019,565268,CIN,CIN,165
7/21/2019,565558,DET,DET,136
7/21/2019,565655,HOU,TEX,138
7/21/2019,565850,LAD,LAD,125
7/21/2019,566225,PIT,NULL,1
7/21/2019,565368,CLE,CLE,151
7/21/2019,565850,LAD,MIA,167
7/21/2019,566422,SEA,LAA,186
7/21/2019,566714,TB,TB,168
7/21/2019,564878,ARI,MIL,165
7/21/2019,565177,CHC,SD,124
7/21/2019,565268,CIN,STL,164
7/21/2019,565655,HOU,HOU,161
7/21/2019,566225,PIT,PHI,176
7/21/2019,566422,SEA,SEA,131
7/21/2019,566520,SF,NYM,164
7/21/2019,566520,SF,SF,186
7/21/2019,567512,NYY,NYY,171
7/21/2019,564878,ARI,ARI,169
7/21/2019,564980,BAL,BOS,133
7/21/2019,565177,CHC,CHC,150
7/21/2019,565368,CLE,KC,119
7/21/2019,565558,DET,TOR,149
7/21/2019,566225,PIT,PIT,172
7/21/2019,566714,TB,CWS,137
7/21/2019,567010,MIN,MIN,195
7/21/2019,567010,MIN,OAK,168
7/21/2019,567217,ATL,ATL,105
7/21/2019,567217,ATL,WSH,165
7/21/2019,567512,NYY,COL,129
7/22/2019,564879,ARI,BAL,142
7/22/2019,566226,PIT,PIT,170
7/22/2019,566521,SF,CHC,141
7/22/2019,567011,MIN,MIN,149
7/22/2019,567309,CWS,CWS,112
7/22/2019,567603,MIL,CIN,182
7/22/2019,564879,ARI,ARI,136
7/22/2019,565656,HOU,HOU,129
7/22/2019,566912,TOR,CLE,124
7/22/2019,567309,CWS,MIA,145
7/22/2019,565656,HOU,OAK,184
7/22/2019,566226,PIT,STL,211
7/22/2019,566423,SEA,SEA,138
7/22/2019,566521,SF,SF,141
7/22/2019,567011,MIN,NULL,1
7/22/2019,567011,MIN,NYY,144
7/22/2019,567309,CWS,NULL,2
7/22/2019,567603,MIL,NULL,2
7/22/2019,567603,MIL,MIL,141
7/22/2019,566423,SEA,TEX,129
7/22/2019,566715,TB,BOS,165
7/22/2019,566715,TB,TB,152
7/22/2019,566912,TOR,TOR,169
7/23/2019,564880,ARI,BAL,134
7/23/2019,565851,LAD,NULL,1
7/23/2019,566033,NYM,NYM,171
7/23/2019,566227,PIT,STL,122
7/23/2019,566522,SF,CHC,161
7/23/2019,566522,SF,SF,172
7/23/2019,566716,TB,TB,138
7/23/2019,566913,TOR,TOR,151
7/23/2019,565559,DET,DET,208
7/23/2019,565657,HOU,NULL,1
7/23/2019,567012,MIN,MIN,214
7/23/2019,567310,CWS,CWS,113
7/23/2019,567604,MIL,NULL,2
7/23/2019,567604,MIL,MIL,207
7/23/2019,565559,DET,PHI,196
7/23/2019,565851,LAD,LAA,181
7/23/2019,565851,LAD,LAD,160
7/23/2019,565943,WSH,COL,165
7/23/2019,566033,NYM,SD,123
7/23/2019,566227,PIT,PIT,127
7/23/2019,566424,SEA,SEA,130
7/23/2019,566913,TOR,CLE,162
7/23/2019,567218,ATL,ATL,166
7/23/2019,567218,ATL,KC,163
7/23/2019,564880,ARI,ARI,152
7/23/2019,565657,HOU,HOU,169
7/23/2019,565657,HOU,OAK,139
7/23/2019,565943,WSH,WSH,157
7/23/2019,566424,SEA,TEX,140
7/23/2019,566716,TB,BOS,175
7/23/2019,567012,MIN,NYY,200
7/23/2019,567310,CWS,MIA,119
7/23/2019,567604,MIL,CIN,169
7/24/2019,565560,DET,DET,172
7/24/2019,565942,WSH,COL,149
7/24/2019,565944,WSH,COL,137
7/24/2019,566523,SF,SF,144
7/24/2019,566717,TB,TB,122
7/24/2019,566914,TOR,TOR,137
7/24/2019,567012,MIN,NYY,18
7/24/2019,567013,MIN,NYY,158
7/24/2019,565560,DET,PHI,167
7/24/2019,565658,HOU,OAK,114
7/24/2019,566034,NYM,NYM,145
7/24/2019,566228,PIT,STL,163
7/24/2019,567605,MIL,CIN,147
7/24/2019,564881,ARI,BAL,174
7/24/2019,565559,DET,DET,14
7/24/2019,565559,DET,PHI,12
7/24/2019,565852,LAD,LAA,153
7/24/2019,566425,SEA,SEA,117
7/24/2019,566523,SF,CHC,134
7/24/2019,566717,TB,BOS,143
7/24/2019,566914,TOR,CLE,102
7/24/2019,567013,MIN,MIN,165
7/24/2019,567219,ATL,ATL,151
7/24/2019,567219,ATL,KC,121
7/24/2019,567311,CWS,MIA,134
7/24/2019,564881,ARI,ARI,162
7/24/2019,565658,HOU,HOU,133
7/24/2019,565852,LAD,LAD,135
7/24/2019,565942,WSH,WSH,148
7/24/2019,565944,WSH,WSH,153
7/24/2019,566034,NYM,SD,169
7/24/2019,566228,PIT,PIT,169
7/24/2019,566425,SEA,TEX,135
7/24/2019,567311,CWS,CWS,109
7/24/2019,567605,MIL,MIL,162
7/25/2019,564784,LAA,LAA,230
7/25/2019,566426,SEA,SEA,138
7/25/2019,567312,CWS,CWS,162
7/25/2019,565076,BOS,NULL,1
7/25/2019,565076,BOS,NYY,174
7/25/2019,566035,NYM,NYM,140
7/25/2019,566035,NYM,SD,134
7/25/2019,566229,PIT,PIT,144
7/25/2019,566426,SEA,DET,165
7/25/2019,565753,KC,CLE,239
7/25/2019,565753,KC,KC,210
7/25/2019,565945,WSH,COL,171
7/25/2019,566135,OAK,OAK,149
7/25/2019,567312,CWS,MIN,139
7/25/2019,564784,LAA,BAL,211
7/25/2019,565076,BOS,BOS,156
7/25/2019,565945,WSH,WSH,177
7/25/2019,566135,OAK,TEX,141
7/25/2019,566229,PIT,STL,115
7/26/2019,565077,BOS,BOS,156
7/26/2019,565946,WSH,LAD,159
7/26/2019,566136,OAK,TEX,161
7/26/2019,566325,SD,SF,149
7/26/2019,566427,SEA,SEA,120
7/26/2019,566616,STL,HOU,143
7/26/2019,566915,TOR,TOR,144
7/26/2019,567110,PHI,PHI,154
7/26/2019,567606,MIL,CHC,163
7/26/2019,564784,LAA,BAL,67
7/26/2019,564784,LAA,LAA,61
7/26/2019,565946,WSH,WSH,126
7/26/2019,566325,SD,SD,164
7/26/2019,566616,STL,NULL,1
7/26/2019,566616,STL,STL,157
7/26/2019,567313,CWS,MIN,125
7/26/2019,564785,LAA,LAA,156
7/26/2019,565077,BOS,NYY,165
7/26/2019,565754,KC,CLE,134
7/26/2019,565754,KC,KC,151
7/26/2019,566036,NYM,NYM,117
7/26/2019,566915,TOR,TB,112
7/26/2019,567313,CWS,CWS,143
7/26/2019,567409,MIA,ARI,144
7/26/2019,567409,MIA,MIA,147
7/26/2019,564785,LAA,BAL,138
7/26/2019,565269,CIN,CIN,160
7/26/2019,565269,CIN,COL,115
7/26/2019,565753,KC,CLE,12
7/26/2019,566036,NYM,PIT,108
7/26/2019,566136,OAK,OAK,162
7/26/2019,566427,SEA,DET,141
7/26/2019,567110,PHI,NULL,1
7/26/2019,567110,PHI,ATL,144
7/26/2019,567606,MIL,MIL,126
7/27/2019,566428,SEA,SEA,138
7/27/2019,566617,STL,HOU,131
7/27/2019,564786,LAA,LAA,154
7/27/2019,565078,BOS,BOS,186
7/27/2019,565947,WSH,WSH,151
7/27/2019,566037,NYM,PIT,115
7/27/2019,566326,SD,SD,144
7/27/2019,566428,SEA,DET,175
7/27/2019,567111,PHI,ATL,158
7/27/2019,567111,PHI,PHI,195
7/27/2019,567410,MIA,ARI,126
7/27/2019,564786,LAA,BAL,162
7/27/2019,565270,CIN,NULL,4
7/27/2019,565270,CIN,CIN,124
7/27/2019,565270,CIN,COL,124
7/27/2019,565755,KC,CLE,151
7/27/2019,565755,KC,KC,169
7/27/2019,565947,WSH,LAD,151
7/27/2019,566037,NYM,NYM,99
7/27/2019,566137,OAK,TEX,124
7/27/2019,566916,TOR,TB,210
7/27/2019,566916,TOR,TOR,195
7/27/2019,567607,MIL,CHC,148
7/27/2019,565078,BOS,NYY,136
7/27/2019,566137,OAK,OAK,144
7/27/2019,566326,SD,SF,152
7/27/2019,566617,STL,STL,169
7/27/2019,567314,CWS,CWS,126
7/27/2019,567314,CWS,MIN,135
7/27/2019,567410,MIA,MIA,151
7/27/2019,567607,MIL,NULL,1
7/27/2019,567607,MIL,MIL,158
7/28/2019,565079,BOS,NYY,154
7/28/2019,565271,CIN,CIN,161
7/28/2019,565756,KC,CLE,151
7/28/2019,565756,KC,KC,125
7/28/2019,565948,WSH,LAD,150
7/28/2019,566138,OAK,OAK,175
7/28/2019,566429,SEA,SEA,125
7/28/2019,567112,PHI,PHI,133
7/28/2019,567608,MIL,MIL,141
7/28/2019,565948,WSH,WSH,137
7/28/2019,566917,TOR,TB,182
7/28/2019,566917,TOR,TOR,200
7/28/2019,567315,CWS,CWS,161
7/28/2019,564787,LAA,BAL,149
7/28/2019,565079,BOS,BOS,156
7/28/2019,565271,CIN,COL,159
7/28/2019,566038,NYM,PIT,153
7/28/2019,566138,OAK,NULL,2
7/28/2019,566327,SD,SF,116
7/28/2019,566618,STL,HOU,159
7/28/2019,567315,CWS,MIN,124
7/28/2019,567411,MIA,NULL,1
7/28/2019,564787,LAA,LAA,140
7/28/2019,566038,NYM,NYM,166
7/28/2019,566138,OAK,TEX,170
7/28/2019,566327,SD,SD,152
7/28/2019,566429,SEA,DET,167
7/28/2019,566618,STL,STL,171
7/28/2019,567112,PHI,ATL,157
7/28/2019,567315,CWS,NULL,1
7/28/2019,567411,MIA,ARI,143
7/28/2019,567411,MIA,MIA,145
7/28/2019,567608,MIL,CHC,132
7/29/2019,564788,LAA,NULL,1
7/29/2019,565272,CIN,CIN,144
7/29/2019,565464,COL,LAD,145
7/29/2019,565757,KC,KC,151
7/29/2019,565949,WSH,ATL,170
7/29/2019,565272,CIN,PIT,150
7/29/2019,565949,WSH,WSH,156
7/29/2019,566328,SD,BAL,133
7/29/2019,566328,SD,SD,160
7/29/2019,567412,MIA,NULL,2
7/29/2019,564788,LAA,DET,128
7/29/2019,564788,LAA,LAA,155
7/29/2019,565464,COL,COL,124
7/29/2019,565757,KC,TOR,148
7/29/2019,567412,MIA,ARI,133
7/29/2019,567412,MIA,MIA,151
7/30/2019,565950,WSH,ATL,168
7/30/2019,566139,OAK,NULL,1
7/30/2019,566816,TEX,TEX,188
7/30/2019,567513,NYY,ARI,137
7/30/2019,564789,LAA,LAA,139
7/30/2019,565080,BOS,BOS,177
7/30/2019,565758,KC,KC,178
7/30/2019,566139,OAK,OAK,141
7/30/2019,566329,SD,BAL,146
7/30/2019,567413,MIA,MIN,144
7/30/2019,564789,LAA,DET,130
7/30/2019,565080,BOS,TB,169
7/30/2019,565273,CIN,CIN,183
7/30/2019,565465,COL,LAD,138
7/30/2019,565758,KC,TOR,171
7/30/2019,565950,WSH,WSH,181
7/30/2019,566619,STL,CHC,125
7/30/2019,566619,STL,STL,150
7/30/2019,566816,TEX,SEA,140
7/30/2019,567113,PHI,PHI,135
7/30/2019,567413,MIA,MIA,135
7/30/2019,565273,CIN,PIT,136
7/30/2019,565465,COL,COL,167
7/30/2019,566139,OAK,MIL,141
7/30/2019,566329,SD,SD,171
7/30/2019,567113,PHI,SF,134
7/30/2019,567316,CWS,CWS,176
7/30/2019,567316,CWS,NYM,146
7/30/2019,567513,NYY,NYY,129
7/31/2019,565081,BOS,BOS,167
7/31/2019,565081,BOS,TB,169
7/31/2019,565759,KC,KC,126
7/31/2019,565951,WSH,WSH,152
7/31/2019,566620,STL,CHC,132
7/31/2019,567317,CWS,NYM,159
7/31/2019,565466,COL,COL,163
7/31/2019,566817,TEX,SEA,152
7/31/2019,566817,TEX,TEX,173
7/31/2019,567114,PHI,PHI,165
7/31/2019,567414,MIA,MIA,154
7/31/2019,567514,NYY,ARI,143
7/31/2019,565274,CIN,PIT,120
7/31/2019,565370,CLE,HOU,154
7/31/2019,565466,COL,LAD,121
7/31/2019,566140,OAK,MIL,160
7/31/2019,567317,CWS,CWS,144
7/31/2019,567414,MIA,MIN,116
7/31/2019,567514,NYY,NYY,189
7/31/2019,564790,LAA,DET,147
7/31/2019,564790,LAA,LAA,157
7/31/2019,565274,CIN,CIN,129
7/31/2019,565370,CLE,CLE,144
7/31/2019,565759,KC,TOR,114
7/31/2019,565951,WSH,NULL,1
7/31/2019,565951,WSH,ATL,145
7/31/2019,566140,OAK,OAK,141
7/31/2019,566620,STL,STL,148
7/31/2019,567114,PHI,SF,130
8/1/2019,564981,BAL,TOR,143
8/1/2019,566141,OAK,MIL,157
8/1/2019,567115,PHI,SF,154
8/1/2019,567415,MIA,MIA,193
8/1/2019,564981,BAL,BAL,182
8/1/2019,565082,BOS,TB,144
8/1/2019,565371,CLE,HOU,121
8/1/2019,565853,LAD,SD,157
8/1/2019,566621,STL,CHC,155
8/1/2019,566621,STL,STL,122
8/1/2019,567115,PHI,PHI,146
8/1/2019,567220,ATL,CIN,116
8/1/2019,567318,CWS,NULL,1
8/1/2019,565082,BOS,BOS,184
8/1/2019,565371,CLE,NULL,1
8/1/2019,567220,ATL,NULL,2
8/1/2019,567220,ATL,ATL,76
8/1/2019,567318,CWS,CWS,140
8/1/2019,567318,CWS,NYM,115
8/1/2019,565082,BOS,NULL,1
8/1/2019,565371,CLE,CLE,167
8/1/2019,565853,LAD,LAD,144
8/1/2019,566141,OAK,OAK,148
8/1/2019,567415,MIA,MIN,187
8/2/2019,564982,BAL,BAL,155
8/2/2019,565178,CHC,MIL,174
8/2/2019,565659,HOU,SEA,156
8/2/2019,565854,LAD,LAD,163
8/2/2019,566230,PIT,NYM,151
8/2/2019,565372,CLE,CLE,156
8/2/2019,565372,CLE,LAA,128
8/2/2019,566818,TEX,DET,113
8/2/2019,566818,TEX,TEX,163
8/2/2019,567014,MIN,MIN,142
8/2/2019,567116,PHI,PHI,203
8/2/2019,567515,NYY,BOS,129
8/2/2019,564982,BAL,TOR,152
8/2/2019,565178,CHC,CHC,127
8/2/2019,565467,COL,COL,123
8/2/2019,565467,COL,SF,124
8/2/2019,566230,PIT,PIT,155
8/2/2019,567014,MIN,KC,149
8/2/2019,567515,NYY,NYY,132
8/2/2019,564882,ARI,ARI,129
8/2/2019,564882,ARI,WSH,126
8/2/2019,565659,HOU,HOU,165
8/2/2019,565854,LAD,SD,140
8/2/2019,567116,PHI,CWS,217
8/2/2019,567221,ATL,ATL,158
8/2/2019,567221,ATL,CIN,131
8/3/2019,564883,ARI,WSH,210
8/3/2019,565179,CHC,MIL,128
8/3/2019,565373,CLE,LAA,136
8/3/2019,565468,COL,SF,157
8/3/2019,565660,HOU,SEA,180
8/3/2019,566142,OAK,OAK,160
8/3/2019,566231,PIT,PIT,146
8/3/2019,566824,TEX,TEX,168
8/3/2019,567222,ATL,ATL,140
8/3/2019,567222,ATL,CIN,209
8/3/2019,567487,NYY,BOS,184
8/3/2019,567516,NYY,NYY,123
8/3/2019,565373,CLE,CLE,144
8/3/2019,565660,HOU,HOU,138
8/3/2019,565855,LAD,LAD,110
8/3/2019,565855,LAD,SD,118
8/3/2019,566231,PIT,NYM,163
8/3/2019,566718,TB,TB,129
8/3/2019,567117,PHI,PHI,136
8/3/2019,564883,ARI,ARI,159
8/3/2019,564983,BAL,BAL,154
8/3/2019,566142,OAK,STL,186
8/3/2019,567015,MIN,MIN,132
8/3/2019,567117,PHI,CWS,130
8/3/2019,564983,BAL,TOR,137
8/3/2019,565179,CHC,CHC,140
8/3/2019,565468,COL,COL,194
8/3/2019,566718,TB,MIA,186
8/3/2019,566824,TEX,DET,171
8/3/2019,567015,MIN,KC,141
8/3/2019,567116,PHI,CWS,28
8/3/2019,567116,PHI,PHI,36
8/3/2019,567487,NYY,NYY,198
8/3/2019,567516,NYY,BOS,137
8/4/2019,565469,COL,SF,145
8/4/2019,565661,HOU,HOU,146
8/4/2019,565856,LAD,SD,163
8/4/2019,566143,OAK,OAK,167
8/4/2019,566719,TB,TB,115
8/4/2019,566825,TEX,TEX,170
8/4/2019,567118,PHI,CWS,147
8/4/2019,564884,ARI,WSH,134
8/4/2019,564984,BAL,TOR,153
8/4/2019,565180,CHC,CHC,155
8/4/2019,565661,HOU,SEA,139
8/4/2019,566143,OAK,STL,165
8/4/2019,566232,PIT,NYM,110
8/4/2019,567016,MIN,KC,121
8/4/2019,567517,NYY,NYY,157
8/4/2019,564884,ARI,ARI,137
8/4/2019,566719,TB,MIA,181
8/4/2019,567016,MIN,MIN,126
8/4/2019,567118,PHI,PHI,148
8/4/2019,567223,ATL,CIN,174
8/4/2019,567517,NYY,BOS,144
8/4/2019,564984,BAL,BAL,158
8/4/2019,565180,CHC,MIL,142
8/4/2019,565374,CLE,CLE,107
8/4/2019,565374,CLE,LAA,162
8/4/2019,565469,COL,COL,133
8/4/2019,565856,LAD,LAD,177
8/4/2019,566232,PIT,PIT,151
8/4/2019,566825,TEX,DET,149
8/4/2019,567223,ATL,ATL,159
8/5/2019,565275,CIN,LAA,144
8/5/2019,566720,TB,TOR,130
8/5/2019,564985,BAL,BAL,148
8/5/2019,565083,BOS,KC,147
8/5/2019,565181,CHC,OAK,115
8/5/2019,565375,CLE,CLE,135
8/5/2019,565561,DET,DET,192
8/5/2019,566007,NYM,MIA,162
8/5/2019,566039,NYM,MIA,133
8/5/2019,566233,PIT,MIL,180
8/5/2019,566233,PIT,PIT,157
8/5/2019,566720,TB,TB,136
8/5/2019,567017,MIN,MIN,153
8/5/2019,564885,ARI,PHI,133
8/5/2019,565083,BOS,BOS,158
8/5/2019,565375,CLE,TEX,136
8/5/2019,565561,DET,CWS,156
8/5/2019,565857,LAD,LAD,122
8/5/2019,566007,NYM,NYM,134
8/5/2019,566039,NYM,NYM,135
8/5/2019,566524,SF,SF,213
8/5/2019,566524,SF,WSH,113
8/5/2019,567017,MIN,ATL,126
8/5/2019,564885,ARI,ARI,137
8/5/2019,564985,BAL,NYY,143
8/5/2019,565181,CHC,CHC,170
8/5/2019,565275,CIN,NULL,1
8/5/2019,565275,CIN,CIN,179
8/5/2019,565857,LAD,STL,178
8/6/2019,564886,ARI,ARI,153
8/6/2019,564986,BAL,BAL,167
8/6/2019,565084,BOS,KC,142
8/6/2019,565858,LAD,STL,128
8/6/2019,566525,SF,SF,136
8/6/2019,566525,SF,WSH,134
8/6/2019,567018,MIN,ATL,173
8/6/2019,564986,BAL,NYY,155
8/6/2019,565520,DET,DET,165
8/6/2019,565562,DET,DET,175
8/6/2019,565662,HOU,NULL,1
8/6/2019,566040,NYM,NYM,113
