date,gameid,hometeam,pitcherteam,total_pitches
9/1/2019,567235,ATL,ATL,156
9/1/2019,567527,NYY,OAK,160
9/1/2019,565576,DET,MIN,129
9/1/2019,565962,WSH,MIA,133
9/1/2019,566632,STL,CIN,154
9/1/2019,566634,STL,STL,132
9/1/2019,567527,NYY,NYY,164
9/1/2019,565192,CHC,CHC,167
9/1/2019,565192,CHC,MIL,131
9/1/2019,565481,COL,COL,147
9/1/2019,565576,DET,DET,169
9/1/2019,566538,SF,SD,156
9/1/2019,566634,STL,CIN,139
9/1/2019,565771,KC,KC,120
9/1/2019,565962,WSH,WSH,127
9/1/2019,566632,STL,STL,166
9/1/2019,566731,TB,CLE,139
9/1/2019,566836,TEX,SEA,154
9/1/2019,567130,PHI,PHI,118
9/1/2019,567235,ATL,CWS,124
9/2/2019,565288,CIN,CIN,142
9/2/2019,565577,DET,DET,145
9/2/2019,565869,LAD,COL,202
9/2/2019,565963,WSH,WSH,170
9/2/2019,566635,STL,SF,126
9/2/2019,567236,ATL,ATL,135
9/2/2019,565288,CIN,PHI,137
9/2/2019,565384,CLE,CWS,211
9/2/2019,566635,STL,STL,139
9/2/2019,567528,NYY,NYY,150
9/2/2019,567620,MIL,MIL,184
9/2/2019,564899,ARI,ARI,162
9/2/2019,564899,ARI,SD,165
9/2/2019,565193,CHC,SEA,150
9/2/2019,565869,LAD,LAD,147
9/2/2019,565963,WSH,NYM,123
9/2/2019,566732,TB,BAL,151
9/2/2019,566732,TB,TB,149
9/2/2019,567236,ATL,TOR,158
9/2/2019,567620,MIL,HOU,172
9/2/2019,565193,CHC,CHC,137
9/2/2019,565384,CLE,CLE,172
9/2/2019,565577,DET,MIN,146
9/2/2019,567528,NYY,TEX,133
9/3/2019,565194,CHC,CHC,152
9/3/2019,565385,CLE,CWS,145
9/3/2019,565870,LAD,COL,135
9/3/2019,565964,WSH,NYM,142
9/3/2019,567237,ATL,TOR,153
9/3/2019,567621,MIL,HOU,133
9/3/2019,567621,MIL,MIL,123
9/3/2019,564900,ARI,ARI,160
9/3/2019,564900,ARI,SD,135
9/3/2019,565095,BOS,BOS,162
9/3/2019,565289,CIN,PHI,167
9/3/2019,565772,KC,DET,156
9/3/2019,565964,WSH,WSH,147
9/3/2019,566246,PIT,MIA,145
9/3/2019,567529,NYY,TEX,147
9/3/2019,565194,CHC,SEA,158
9/3/2019,565289,CIN,CIN,155
9/3/2019,565385,CLE,CLE,156
9/3/2019,566153,OAK,LAA,132
9/3/2019,566153,OAK,OAK,151
9/3/2019,566246,PIT,PIT,173
9/3/2019,566636,STL,SF,106
9/3/2019,566734,TB,BAL,93
9/3/2019,566734,TB,TB,120
9/3/2019,567237,ATL,ATL,124
9/3/2019,567529,NYY,NYY,131
9/3/2019,565095,BOS,MIN,149
9/3/2019,565772,KC,KC,146
9/3/2019,565870,LAD,LAD,149
9/3/2019,566636,STL,STL,123
9/3/2019,566733,TB,BAL,143
9/3/2019,566733,TB,TB,139
9/4/2019,565096,BOS,MIN,138
9/4/2019,565290,CIN,PHI,138
9/4/2019,565386,CLE,CLE,190
9/4/2019,565773,KC,DET,129
9/4/2019,565965,WSH,NYM,170
9/4/2019,566154,OAK,LAA,135
9/4/2019,566247,PIT,MIA,105
9/4/2019,565096,BOS,BOS,162
9/4/2019,565773,KC,KC,131
9/4/2019,565871,LAD,COL,141
9/4/2019,566637,STL,SF,169
9/4/2019,567530,NYY,NYY,133
9/4/2019,567530,NYY,TEX,162
9/4/2019,564901,ARI,ARI,142
9/4/2019,564901,ARI,SD,138
9/4/2019,565290,CIN,CIN,143
9/4/2019,565386,CLE,CWS,148
9/4/2019,565871,LAD,LAD,165
9/4/2019,565965,WSH,WSH,143
9/4/2019,566154,OAK,OAK,136
9/4/2019,566247,PIT,PIT,150
9/4/2019,566637,STL,STL,196
9/5/2019,564998,BAL,BAL,132
9/5/2019,564998,BAL,TEX,124
9/5/2019,565097,BOS,BOS,146
9/5/2019,565674,HOU,SEA,219
9/5/2019,565774,KC,DET,135
9/5/2019,566735,TB,TB,163
9/5/2019,567622,MIL,CHC,179
9/5/2019,565291,CIN,PHI,167
9/5/2019,565387,CLE,CLE,153
9/5/2019,566155,OAK,LAA,162
9/5/2019,566155,OAK,OAK,120
9/5/2019,566248,PIT,PIT,171
9/5/2019,566638,STL,STL,136
9/5/2019,566735,TB,TOR,150
9/5/2019,567622,MIL,MIL,166
9/5/2019,565097,BOS,MIN,115
9/5/2019,565774,KC,KC,148
9/5/2019,566248,PIT,MIA,159
9/5/2019,567238,ATL,ATL,134
9/5/2019,565291,CIN,CIN,175
9/5/2019,565387,CLE,CWS,109
9/5/2019,565674,HOU,HOU,230
9/5/2019,566638,STL,SF,159
9/5/2019,567238,ATL,WSH,147
9/6/2019,565292,CIN,ARI,192
9/6/2019,565534,DET,OAK,44
9/6/2019,565675,HOU,HOU,159
9/6/2019,566054,NYM,NYM,177
9/6/2019,566156,OAK,OAK,183
9/6/2019,566249,PIT,PIT,168
9/6/2019,566343,SD,COL,145
9/6/2019,566343,SD,SD,144
9/6/2019,564999,BAL,BAL,159
9/6/2019,565098,BOS,NYY,150
9/6/2019,565872,LAD,LAD,168
9/6/2019,566054,NYM,PHI,159
9/6/2019,566249,PIT,STL,163
9/6/2019,566736,TB,TOR,127
9/6/2019,567239,ATL,WSH,162
9/6/2019,567332,CWS,CWS,145
9/6/2019,567332,CWS,LAA,141
9/6/2019,567430,MIA,KC,141
9/6/2019,567430,MIA,MIA,141
9/6/2019,567623,MIL,CHC,166
9/6/2019,564999,BAL,TEX,127
9/6/2019,565872,LAD,SF,132
9/6/2019,566736,TB,TB,122
9/6/2019,567030,MIN,CLE,165
9/6/2019,567030,MIN,MIN,211
9/6/2019,565098,BOS,BOS,153
9/6/2019,565292,CIN,CIN,174
9/6/2019,565534,DET,DET,34
9/6/2019,565675,HOU,SEA,161
9/6/2019,566156,OAK,DET,187
9/6/2019,567239,ATL,ATL,140
9/6/2019,567623,MIL,MIL,124
9/7/2019,565000,BAL,BAL,143
9/7/2019,565000,BAL,TEX,153
9/7/2019,565676,HOU,HOU,133
9/7/2019,567240,ATL,WSH,147
9/7/2019,565099,BOS,BOS,171
9/7/2019,565099,BOS,NYY,141
9/7/2019,566055,NYM,NYM,146
9/7/2019,566157,OAK,DET,153
9/7/2019,566250,PIT,PIT,181
9/7/2019,566344,SD,SD,128
9/7/2019,567240,ATL,ATL,164
9/7/2019,567333,CWS,CWS,196
9/7/2019,567333,CWS,LAA,151
9/7/2019,567431,MIA,KC,157
9/7/2019,565293,CIN,ARI,128
9/7/2019,565293,CIN,CIN,151
9/7/2019,565873,LAD,SF,125
9/7/2019,566157,OAK,OAK,157
9/7/2019,566250,PIT,STL,129
9/7/2019,566737,TB,TOR,151
9/7/2019,567031,MIN,CLE,131
9/7/2019,567031,MIN,MIN,156
9/7/2019,567624,MIL,MIL,151
9/7/2019,565676,HOU,SEA,133
9/7/2019,565873,LAD,LAD,168
9/7/2019,566055,NYM,PHI,136
9/7/2019,566344,SD,COL,128
9/7/2019,566737,TB,TB,145
9/7/2019,567431,MIA,MIA,158
9/7/2019,567624,MIL,CHC,156
9/8/2019,565100,BOS,BOS,192
9/8/2019,565677,HOU,SEA,206
9/8/2019,565874,LAD,LAD,129
9/8/2019,565874,LAD,SF,125
9/8/2019,566158,OAK,DET,114
9/8/2019,566251,PIT,STL,120
9/8/2019,567032,MIN,MIN,151
9/8/2019,567432,MIA,KC,158
9/8/2019,567625,MIL,MIL,132
9/8/2019,565001,BAL,BAL,219
9/8/2019,565100,BOS,NYY,139
9/8/2019,565294,CIN,ARI,143
9/8/2019,565294,CIN,CIN,144
9/8/2019,566345,SD,SD,134
9/8/2019,566738,TB,TB,137
9/8/2019,567241,ATL,WSH,153
9/8/2019,567432,MIA,MIA,102
9/8/2019,565001,BAL,TEX,133
9/8/2019,566056,NYM,PHI,207
9/8/2019,566251,PIT,PIT,143
9/8/2019,566345,SD,COL,158
9/8/2019,566738,TB,TOR,119
9/8/2019,567334,CWS,CWS,161
9/8/2019,567334,CWS,LAA,147
9/8/2019,567625,MIL,CHC,152
9/8/2019,565677,HOU,HOU,107
9/8/2019,566056,NYM,NYM,183
9/8/2019,566158,OAK,OAK,126
9/8/2019,567032,MIN,CLE,160
9/8/2019,567241,ATL,ATL,168
9/9/2019,564803,LAA,CLE,155
9/9/2019,565678,HOU,HOU,119
9/9/2019,566057,NYM,ARI,122
9/9/2019,566346,SD,CHC,147
9/9/2019,566346,SD,SD,165
9/9/2019,566539,SF,PIT,137
9/9/2019,567131,PHI,ATL,130
9/9/2019,564803,LAA,LAA,155
9/9/2019,567131,PHI,PHI,148
9/9/2019,567433,MIA,MIL,171
9/9/2019,565101,BOS,BOS,194
9/9/2019,565678,HOU,OAK,148
9/9/2019,566057,NYM,NYM,129
9/9/2019,566539,SF,SF,141
9/9/2019,565101,BOS,NYY,140
9/9/2019,567433,MIA,MIA,204
9/10/2019,565482,COL,COL,143
9/10/2019,565578,DET,NYY,172
9/10/2019,566347,SD,SD,173
9/10/2019,567033,MIN,WSH,124
9/10/2019,567434,MIA,MIL,145
9/10/2019,564804,LAA,LAA,166
9/10/2019,565002,BAL,BAL,151
9/10/2019,566058,NYM,ARI,115
9/10/2019,566441,SEA,SEA,142
9/10/2019,566837,TEX,TB,169
9/10/2019,566933,TOR,BOS,165
9/10/2019,566933,TOR,TOR,179
9/10/2019,567132,PHI,ATL,136
9/10/2019,567132,PHI,PHI,146
9/10/2019,567335,CWS,CWS,137
9/10/2019,565002,BAL,LAD,135
9/10/2019,565482,COL,NULL,1
9/10/2019,565482,COL,STL,106
9/10/2019,565578,DET,DET,169
9/10/2019,565679,HOU,OAK,154
9/10/2019,566347,SD,CHC,170
9/10/2019,566540,SF,PIT,128
9/10/2019,566540,SF,SF,149
9/10/2019,566837,TEX,TEX,182
9/10/2019,567335,CWS,KC,147
9/10/2019,567434,MIA,MIA,147
9/10/2019,564804,LAA,CLE,114
9/10/2019,565679,HOU,HOU,200
9/10/2019,566058,NYM,NYM,147
9/10/2019,566441,SEA,CIN,149
9/10/2019,567033,MIN,MIN,124
9/11/2019,565680,HOU,OAK,140
9/11/2019,566059,NYM,ARI,141
9/11/2019,566838,TEX,TB,204
9/11/2019,566838,TEX,TEX,181
9/11/2019,566934,TOR,BOS,144
9/11/2019,566934,TOR,TOR,127
9/11/2019,567133,PHI,PHI,162
9/11/2019,567435,MIA,MIA,156
9/11/2019,564805,LAA,CLE,164
9/11/2019,566348,SD,SD,127
9/11/2019,567034,MIN,WSH,160
9/11/2019,567133,PHI,ATL,159
9/11/2019,567336,CWS,CWS,164
9/11/2019,565483,COL,COL,137
9/11/2019,565680,HOU,HOU,173
9/11/2019,566059,NYM,NYM,163
9/11/2019,566348,SD,CHC,161
9/11/2019,566442,SEA,CIN,136
9/11/2019,566541,SF,PIT,128
9/11/2019,566541,SF,SF,157
9/11/2019,567034,MIN,MIN,158
9/11/2019,567336,CWS,KC,139
9/11/2019,567435,MIA,MIL,155
9/11/2019,564805,LAA,LAA,141
9/11/2019,565003,BAL,BAL,141
9/11/2019,565003,BAL,LAD,142
9/11/2019,565483,COL,STL,128
9/11/2019,566442,SEA,SEA,154
9/12/2019,565484,COL,COL,182
9/12/2019,565580,DET,NYY,173
9/12/2019,565681,HOU,HOU,144
9/12/2019,566443,SEA,SEA,177
9/12/2019,566542,SF,PIT,149
9/12/2019,566542,SF,SF,121
9/12/2019,567134,PHI,ATL,163
9/12/2019,567436,MIA,MIL,140
9/12/2019,565004,BAL,LAD,148
9/12/2019,565579,DET,NYY,134
9/12/2019,565681,HOU,OAK,176
9/12/2019,566349,SD,SD,142
9/12/2019,566839,TEX,TEX,169
9/12/2019,567035,MIN,WSH,175
9/12/2019,567337,CWS,CWS,144
9/12/2019,565004,BAL,BAL,134
9/12/2019,565484,COL,STL,172
9/12/2019,566060,NYM,NYM,142
9/12/2019,566443,SEA,CIN,166
9/12/2019,566839,TEX,TB,150
9/12/2019,566935,TOR,BOS,167
9/12/2019,566935,TOR,TOR,166
9/12/2019,567035,MIN,MIN,171
9/12/2019,567134,PHI,PHI,171
9/12/2019,567337,CWS,KC,150
9/12/2019,567436,MIA,MIA,146
9/12/2019,565579,DET,DET,173
9/12/2019,565580,DET,DET,196
9/12/2019,566060,NYM,ARI,164
9/12/2019,566349,SD,CHC,168
9/13/2019,564806,LAA,LAA,173
9/13/2019,564902,ARI,ARI,121
9/13/2019,565581,DET,DET,161
9/13/2019,565775,KC,HOU,114
9/13/2019,565966,WSH,WSH,169
9/13/2019,566061,NYM,LAD,151
9/13/2019,566543,SF,MIA,106
9/13/2019,566543,SF,SF,120
9/13/2019,566639,STL,STL,147
9/13/2019,566840,TEX,OAK,152
9/13/2019,566936,TOR,TOR,210
9/13/2019,564902,ARI,CIN,153
9/13/2019,565195,CHC,CHC,160
9/13/2019,565581,DET,BAL,143
9/13/2019,566444,SEA,CWS,174
9/13/2019,566840,TEX,TEX,198
9/13/2019,564806,LAA,TB,132
9/13/2019,565485,COL,NULL,2
9/13/2019,565485,COL,COL,184
9/13/2019,566061,NYM,NYM,174
9/13/2019,566444,SEA,SEA,163
9/13/2019,565195,CHC,PIT,206
9/13/2019,565485,COL,SD,134
9/13/2019,565775,KC,KC,180
9/13/2019,565966,WSH,ATL,135
9/13/2019,566639,STL,MIL,180
9/13/2019,566936,TOR,NYY,167
9/14/2019,565196,CHC,PIT,162
9/14/2019,565582,DET,BAL,179
9/14/2019,565582,DET,DET,181
9/14/2019,565776,KC,HOU,147
9/14/2019,565967,WSH,ATL,136
9/14/2019,566640,STL,STL,156
9/14/2019,564807,LAA,LAA,151
9/14/2019,565196,CHC,CHC,145
9/14/2019,565388,CLE,MIN,146
9/14/2019,565389,CLE,CLE,132
9/14/2019,566062,NYM,LAD,120
9/14/2019,566062,NYM,NYM,130
9/14/2019,566445,SEA,SEA,135
9/14/2019,566841,TEX,OAK,189
9/14/2019,566937,TOR,NYY,181
9/14/2019,567135,PHI,PHI,140
9/14/2019,564807,LAA,TB,129
9/14/2019,564903,ARI,ARI,111
9/14/2019,564903,ARI,CIN,90
9/14/2019,565486,COL,SD,147
9/14/2019,566445,SEA,CWS,193
9/14/2019,566544,SF,MIA,126
9/14/2019,566544,SF,SF,107
9/14/2019,566841,TEX,TEX,151
9/14/2019,566937,TOR,TOR,195
9/14/2019,567135,PHI,BOS,143
9/14/2019,565388,CLE,CLE,129
9/14/2019,565389,CLE,MIN,148
9/14/2019,565486,COL,COL,157
9/14/2019,565776,KC,KC,166
9/14/2019,565967,WSH,WSH,174
9/14/2019,566640,STL,MIL,135
9/15/2019,566446,SEA,CWS,205
9/15/2019,566641,STL,STL,170
9/15/2019,566938,TOR,NYY,143
9/15/2019,564808,LAA,LAA,141
9/15/2019,565197,CHC,PIT,158
9/15/2019,565487,COL,COL,179
9/15/2019,565777,KC,HOU,147
9/15/2019,566063,NYM,NYM,140
9/15/2019,567136,PHI,PHI,152
9/15/2019,564808,LAA,TB,133
9/15/2019,564904,ARI,CIN,130
9/15/2019,565390,CLE,CLE,143
9/15/2019,565487,COL,SD,179
9/15/2019,565583,DET,BAL,155
9/15/2019,565777,KC,KC,184
9/15/2019,565968,WSH,ATL,157
9/15/2019,565968,WSH,WSH,142
9/15/2019,566545,SF,MIA,134
9/15/2019,566545,SF,SF,129
9/15/2019,566842,TEX,TEX,186
9/15/2019,567136,PHI,BOS,135
9/15/2019,564904,ARI,ARI,138
9/15/2019,565197,CHC,CHC,163
9/15/2019,565390,CLE,MIN,140
9/15/2019,565583,DET,DET,161
9/15/2019,566063,NYM,LAD,128
9/15/2019,566446,SEA,SEA,138
9/15/2019,566641,STL,MIL,139
9/15/2019,566842,TEX,OAK,142
9/15/2019,566938,TOR,TOR,148
9/16/2019,564905,ARI,MIA,149
9/16/2019,565198,CHC,CHC,164
9/16/2019,565198,CHC,CIN,158
9/16/2019,565584,DET,BAL,109
9/16/2019,565584,DET,DET,153
9/16/2019,566642,STL,WSH,159
9/16/2019,567036,MIN,CWS,126
9/16/2019,564905,ARI,ARI,147
9/16/2019,565488,COL,NYM,148
9/16/2019,566159,OAK,OAK,181
9/16/2019,566642,STL,STL,113
9/16/2019,567036,MIN,MIN,113
9/16/2019,567626,MIL,MIL,132
9/16/2019,565488,COL,COL,152
9/16/2019,566159,OAK,KC,165
9/16/2019,567626,MIL,SD,126
9/17/2019,564906,ARI,ARI,183
9/17/2019,565005,BAL,BAL,173
9/17/2019,565005,BAL,TOR,159
9/17/2019,565682,HOU,HOU,130
9/17/2019,565682,HOU,TEX,122
9/17/2019,566160,OAK,OAK,114
9/17/2019,566252,PIT,PIT,163
9/17/2019,567531,NYY,NYY,161
9/17/2019,567627,MIL,MIL,155
9/17/2019,565102,BOS,BOS,235
9/17/2019,565391,CLE,DET,179
9/17/2019,565489,COL,COL,133
9/17/2019,565875,LAD,LAD,159
9/17/2019,566160,OAK,KC,134
9/17/2019,566252,PIT,SEA,127
9/17/2019,566643,STL,STL,151
9/17/2019,567037,MIN,MIN,191
9/17/2019,567242,ATL,ATL,152
9/17/2019,567242,ATL,PHI,175
9/17/2019,565102,BOS,SF,246
9/17/2019,565199,CHC,CHC,133
9/17/2019,565875,LAD,TB,153
9/17/2019,567037,MIN,CWS,209
9/17/2019,567531,NYY,LAA,148
9/17/2019,567627,MIL,SD,137
9/17/2019,564906,ARI,MIA,161
9/17/2019,565199,CHC,CIN,138
9/17/2019,565391,CLE,CLE,133
9/17/2019,565489,COL,NYM,130
9/17/2019,566643,STL,WSH,154
9/18/2019,565103,BOS,BOS,206
9/18/2019,565103,BOS,SF,146
9/18/2019,565876,LAD,TB,164
9/18/2019,566644,STL,STL,129
9/18/2019,567532,NYY,LAA,122
9/18/2019,567628,MIL,SD,128
9/18/2019,565006,BAL,BAL,201
9/18/2019,565102,BOS,SF,48
9/18/2019,565876,LAD,LAD,214
9/18/2019,566161,OAK,KC,166
9/18/2019,564907,ARI,ARI,117
9/18/2019,565006,BAL,TOR,192
9/18/2019,565102,BOS,BOS,18
9/18/2019,565200,CHC,CIN,132
9/18/2019,565392,CLE,CLE,121
9/18/2019,565490,COL,COL,163
9/18/2019,565683,HOU,HOU,116
9/18/2019,565683,HOU,TEX,134
9/18/2019,566253,PIT,PIT,151
9/18/2019,566253,PIT,SEA,117
9/18/2019,566644,STL,WSH,127
9/18/2019,567038,MIN,CWS,132
9/18/2019,567243,ATL,PHI,132
9/18/2019,567532,NYY,NYY,186
9/18/2019,567628,MIL,MIL,115
9/18/2019,564907,ARI,MIA,138
9/18/2019,565200,CHC,CHC,185
9/18/2019,565392,CLE,DET,140
9/18/2019,565490,COL,NYM,160
9/18/2019,566161,OAK,OAK,158
9/18/2019,567038,MIN,MIN,137
9/18/2019,567243,ATL,ATL,146
9/19/2019,565104,BOS,BOS,177
9/19/2019,565104,BOS,SF,140
9/19/2019,565201,CHC,STL,158
9/19/2019,565393,CLE,CLE,149
9/19/2019,567039,MIN,MIN,179
9/19/2019,565201,CHC,CHC,156
9/19/2019,567039,MIN,KC,181
9/19/2019,567629,MIL,SD,138
9/19/2019,565393,CLE,DET,166
9/19/2019,566254,PIT,PIT,212
9/19/2019,566254,PIT,SEA,160
9/19/2019,567244,ATL,ATL,152
9/19/2019,567244,ATL,PHI,119
9/19/2019,567533,NYY,NYY,117
9/19/2019,565007,BAL,BAL,143
9/19/2019,565007,BAL,TOR,146
9/19/2019,567533,NYY,LAA,146
9/19/2019,567629,MIL,MIL,161
9/20/2019,565008,BAL,SEA,145
9/20/2019,566162,OAK,TEX,175
9/20/2019,567040,MIN,KC,143
9/20/2019,567245,ATL,ATL,105
9/20/2019,567534,NYY,NYY,144
9/20/2019,565202,CHC,CHC,187
9/20/2019,565684,HOU,HOU,139
9/20/2019,565684,HOU,LAA,138
9/20/2019,565877,LAD,COL,182
9/20/2019,566162,OAK,OAK,109
9/20/2019,566350,SD,SD,184
9/20/2019,567534,NYY,TOR,150
9/20/2019,567630,MIL,MIL,134
9/20/2019,565008,BAL,BAL,113
9/20/2019,565295,CIN,CIN,167
9/20/2019,565394,CLE,CLE,121
9/20/2019,565394,CLE,PHI,138
9/20/2019,567040,MIN,MIN,134
9/20/2019,567245,ATL,SF,125
9/20/2019,567437,MIA,WSH,141
9/20/2019,565202,CHC,STL,152
9/20/2019,565295,CIN,NYM,137
9/20/2019,565585,DET,CWS,147
9/20/2019,565585,DET,DET,188
9/20/2019,565877,LAD,LAD,141
9/20/2019,566350,SD,ARI,123
9/20/2019,566739,TB,BOS,180
9/20/2019,566739,TB,TB,173
9/20/2019,567437,MIA,MIA,144
9/20/2019,567630,MIL,PIT,144
9/21/2019,565009,BAL,BAL,225
9/21/2019,565395,CLE,CLE,179
9/21/2019,565685,HOU,HOU,179
9/21/2019,565685,HOU,LAA,142
9/21/2019,565878,LAD,LAD,130
9/21/2019,567041,MIN,MIN,176
9/21/2019,567246,ATL,SF,145
9/21/2019,567438,MIA,WSH,174
9/21/2019,567535,NYY,NYY,134
9/21/2019,565009,BAL,SEA,185
9/21/2019,565296,CIN,CIN,122
9/21/2019,565586,DET,DET,171
9/21/2019,566163,OAK,TEX,202
9/21/2019,567041,MIN,KC,138
9/21/2019,567246,ATL,ATL,122
9/21/2019,567438,MIA,MIA,189
9/21/2019,567631,MIL,MIL,117
9/21/2019,567631,MIL,PIT,167
9/21/2019,565203,CHC,STL,168
9/21/2019,565586,DET,CWS,131
9/21/2019,566163,OAK,OAK,137
9/21/2019,566351,SD,SD,134
9/21/2019,566740,TB,BOS,166
9/21/2019,567535,NYY,TOR,163
9/21/2019,565203,CHC,CHC,194
9/21/2019,565296,CIN,NYM,135
9/21/2019,565395,CLE,PHI,133
9/21/2019,565878,LAD,COL,138
9/21/2019,566351,SD,ARI,134
9/21/2019,566740,TB,TB,166
9/22/2019,565204,CHC,CHC,126
9/22/2019,565587,DET,CWS,126
9/22/2019,565587,DET,DET,152
9/22/2019,565879,LAD,COL,172
9/22/2019,566164,OAK,OAK,140
9/22/2019,566741,TB,BOS,158
9/22/2019,567439,MIA,MIA,161
9/22/2019,567536,NYY,TOR,138
9/22/2019,567632,MIL,MIL,144
9/22/2019,565010,BAL,SEA,98
9/22/2019,565396,CLE,CLE,125
9/22/2019,565396,CLE,PHI,136
9/22/2019,565879,LAD,LAD,130
9/22/2019,566164,OAK,TEX,169
9/22/2019,566352,SD,ARI,158
9/22/2019,567042,MIN,MIN,189
9/22/2019,567247,ATL,SF,144
9/22/2019,567439,MIA,WSH,133
9/22/2019,567632,MIL,PIT,134
9/22/2019,565204,CHC,STL,125
9/22/2019,565297,CIN,NYM,159
9/22/2019,565686,HOU,HOU,170
9/22/2019,565686,HOU,LAA,160
9/22/2019,566741,TB,TB,173
9/22/2019,567042,MIN,KC,178
9/22/2019,567536,NYY,NYY,170
9/22/2019,565010,BAL,BAL,121
9/22/2019,565297,CIN,CIN,140
9/22/2019,566352,SD,SD,167
9/22/2019,567247,ATL,ATL,156
9/23/2019,566742,TB,TB,171
9/23/2019,564908,ARI,STL,156
9/23/2019,565969,WSH,WSH,144
9/23/2019,566064,NYM,NYM,138
9/23/2019,566742,TB,BOS,135
9/23/2019,564908,ARI,ARI,176
9/23/2019,566064,NYM,MIA,168
9/23/2019,565969,WSH,PHI,172
9/23/2019,566939,TOR,BAL,270
9/23/2019,566939,TOR,TOR,259
9/24/2019,564909,ARI,ARI,314
9/24/2019,564909,ARI,STL,268
9/24/2019,565298,CIN,MIL,142
9/24/2019,565970,WSH,PHI,151
9/24/2019,566065,NYM,NYM,187
9/24/2019,566255,PIT,PIT,150
9/24/2019,566353,SD,SD,141
9/24/2019,566743,TB,NYY,192
9/24/2019,565588,DET,MIN,148
9/24/2019,565970,WSH,WSH,136
9/24/2019,566255,PIT,CHC,149
9/24/2019,566447,SEA,HOU,145
9/24/2019,566546,SF,COL,224
9/24/2019,566743,TB,TB,167
9/24/2019,566940,TOR,BAL,127
9/24/2019,567338,CWS,CLE,116
9/24/2019,564809,LAA,OAK,131
9/24/2019,565588,DET,DET,129
9/24/2019,565778,KC,ATL,164
9/24/2019,565778,KC,KC,153
9/24/2019,565930,WSH,WSH,133
9/24/2019,566065,NYM,MIA,172
9/24/2019,566447,SEA,SEA,140
9/24/2019,566843,TEX,TEX,158
9/24/2019,566940,TOR,TOR,184
9/24/2019,564809,LAA,LAA,142
9/24/2019,565298,CIN,CIN,150
9/24/2019,565930,WSH,PHI,150
9/24/2019,566353,SD,LAD,139
9/24/2019,566546,SF,SF,283
9/24/2019,566843,TEX,BOS,194
9/24/2019,567338,CWS,CWS,193
9/25/2019,564810,LAA,LAA,169
9/25/2019,564909,ARI,ARI,7
9/25/2019,564909,ARI,STL,5
9/25/2019,566448,SEA,SEA,136
9/25/2019,566941,TOR,BAL,155
9/25/2019,564810,LAA,OAK,135
9/25/2019,565589,DET,MIN,113
9/25/2019,565971,WSH,WSH,119
9/25/2019,566066,NYM,MIA,146
9/25/2019,566744,TB,NYY,139
9/25/2019,567339,CWS,CLE,150
9/25/2019,564910,ARI,ARI,152
9/25/2019,565589,DET,DET,142
9/25/2019,565971,WSH,PHI,135
9/25/2019,566066,NYM,NYM,125
9/25/2019,566354,SD,LAD,150
9/25/2019,566354,SD,SD,148
9/25/2019,566547,SF,COL,124
9/25/2019,566844,TEX,BOS,151
9/25/2019,566844,TEX,TEX,182
9/25/2019,566941,TOR,TOR,147
9/25/2019,567339,CWS,CWS,151
9/25/2019,564910,ARI,STL,169
9/25/2019,565779,KC,ATL,140
9/25/2019,565779,KC,KC,202
9/25/2019,566256,PIT,CHC,160
9/25/2019,566256,PIT,PIT,118
9/25/2019,566448,SEA,HOU,118
9/25/2019,566547,SF,SF,170
9/25/2019,566744,TB,TB,142
9/26/2019,565972,WSH,WSH,162
9/26/2019,566449,SEA,OAK,117
9/26/2019,566449,SEA,SEA,162
9/26/2019,566845,TEX,BOS,160
9/26/2019,565300,CIN,MIL,1
9/26/2019,565590,DET,DET,163
9/26/2019,566067,NYM,MIA,140
9/26/2019,566355,SD,LAD,137
9/26/2019,566355,SD,SD,119
9/26/2019,566548,SF,SF,165
9/26/2019,566845,TEX,TEX,131
9/26/2019,567340,CWS,CLE,164
9/26/2019,564811,LAA,LAA,230
9/26/2019,565590,DET,MIN,139
9/26/2019,565972,WSH,PHI,169
9/26/2019,566257,PIT,CHC,149
9/26/2019,567340,CWS,CWS,132
9/26/2019,564811,LAA,HOU,203
9/26/2019,566067,NYM,NYM,123
9/26/2019,566257,PIT,PIT,148
9/26/2019,566548,SF,COL,138
9/27/2019,565105,BOS,BAL,140
9/27/2019,565491,COL,COL,164
9/27/2019,565973,WSH,CLE,130
9/27/2019,565973,WSH,WSH,111
9/27/2019,566258,PIT,PIT,173
9/27/2019,565105,BOS,BOS,180
9/27/2019,566258,PIT,CIN,147
9/27/2019,566549,SF,SF,154
9/27/2019,566645,STL,CHC,186
9/27/2019,566846,TEX,TEX,175
9/27/2019,566942,TOR,TOR,166
9/27/2019,567137,PHI,PHI,203
9/27/2019,564812,LAA,HOU,111
9/27/2019,564911,ARI,SD,143
9/27/2019,565491,COL,MIL,159
9/27/2019,565780,KC,KC,110
9/27/2019,566068,NYM,ATL,134
9/27/2019,566068,NYM,NYM,165
9/27/2019,566450,SEA,SEA,154
9/27/2019,566549,SF,LAD,209
9/27/2019,566846,TEX,NYY,161
9/27/2019,564812,LAA,LAA,142
9/27/2019,564911,ARI,ARI,130
9/27/2019,565780,KC,MIN,99
9/27/2019,566450,SEA,OAK,183
9/27/2019,566645,STL,STL,191
9/27/2019,566942,TOR,TB,130
9/27/2019,567137,PHI,MIA,227
9/28/2019,564813,LAA,HOU,112
